Iteration,AverageQLoss,AbsLearnSignal,ProcessExecTime,dLoss,Time,AverageReturn,AverageAbsQYDiff,PolicyExecTime,AverageDiscountedReturn,MinReturn,AverageY,AveragePolicyStd,LossBefore,MeanKLBefore,AverageAbsQ,AbsLearnSignalNew,NumTrajs,LossAfter,Perplexity,MaxReturn,AbsLearnSignalOld,EnvExecTime,AverageQ,ExplainedVariance,Entropy,StdReturn,ItrTime,MeanKL,AverageAbsY
167,158.779,0.558801579254,0.14302325248718262,0.0827637,11206.7109105587,453.122797066,7.23557317185,1.2355282306671143,294.123393562,318.440386743,195.117573529,0.995539,-202.247,0.0,195.208,0.558801579254,56,-202.33,2.77197e+10,794.36537632,0.558845783735,9.694980382919312,195.107,0.213562146717,24.0454,88.0850590943,66.19993376731873,0.00955755,195.214997244
168,168.823,0.558113656477,0.1420431137084961,0.0893402,11274.391663312912,461.998914989,7.31473868656,1.2236778736114502,297.664767067,329.379070426,196.200291559,0.995314,-198.769,0.0,196.281,0.558113656477,56,-198.858,2.76133e+10,814.998713062,0.557941138734,9.78929877281189,196.185,0.088549614013,24.0416,91.8669805717,67.55574321746826,0.00982363,196.291557713
169,165.458,0.631822960913,0.1394038200378418,0.0851288,11341.363726139069,474.297716146,7.35378315316,1.1824750900268555,303.134061879,330.994965799,196.538181289,0.995445,-205.806,0.0,196.622,0.631822960913,54,-205.891,2.7675e+10,644.962031949,0.631840955607,9.473227977752686,196.53,0.42441755128,24.0438,81.0011383544,66.85994720458984,0.00971698,196.616188737
170,167.391,0.606751797565,0.13619041442871094,0.0952454,11407.382418632507,452.765072976,7.33407560621,1.1264710426330566,293.555040038,281.522509569,196.41200844,0.995411,-200.377,0.0,196.491,0.606751797565,56,-200.472,2.7658e+10,673.100626729,0.606181580241,9.19033932685852,196.396,0.243585650295,24.0432,92.3238835069,65.89121294021606,0.00958604,196.489170399
171,174.709,0.533999187423,0.13897085189819336,0.0838623,11473.685853004456,464.217344024,7.45772667435,1.1509320735931396,297.535867415,293.169527727,196.801659769,0.995285,-198.589,0.0,196.882,0.533999187423,55,-198.673,2.76e+10,857.708109551,0.533534109888,9.336793184280396,196.792,-0.363699088555,24.0411,104.67236325,66.17243528366089,0.00892951,196.88709402
172,190.606,0.634397332803,0.14108514785766602,0.0934601,11541.75942826271,435.086126391,7.67806145846,1.2044761180877686,286.540300181,290.958747791,197.265908413,0.995262,-195.515,0.0,197.354,0.634397332803,59,-195.608,2.75894e+10,763.158201149,0.634277447291,9.603055953979492,197.253,0.474021268346,24.0407,90.3683002309,67.94800877571106,0.00911529,197.376755697
173,195.512,0.655226781108,0.14590167999267578,0.0965424,11610.060005903244,486.467649947,7.78969942773,1.2291364669799805,303.106041933,286.955843228,197.023717337,0.995305,-207.363,0.0,197.119,0.655226781108,53,-207.46,2.76103e+10,1080.33653327,0.654410896863,9.699252128601074,197.015,0.284122341169,24.0415,139.285288428,68.17398357391357,0.00979303,197.138031349
174,200.873,0.579549149194,0.14727067947387695,0.0922699,11677.878060340881,474.917948853,7.89377639395,1.2548291683197021,301.752113494,298.289877558,197.440781056,0.995248,-206.169,0.0,197.53,0.579549149194,54,-206.261,2.75827e+10,828.253487135,0.579718932178,9.858411312103271,197.429,-0.756201299827,24.0405,96.1174323962,67.67808055877686,0.00946585,197.544911122
175,213.316,0.694932946748,0.1427774429321289,0.107422,11744.48052239418,457.809263625,8.02789194655,1.2430360317230225,292.763403578,243.929930943,196.833913022,0.995077,-203.633,0.0,196.915,0.694932946748,55,-203.74,2.7502e+10,869.65309269,0.694681939923,9.762982368469238,196.819,0.426035787182,24.0375,118.434910808,66.47334361076355,0.00973031,196.932062919
176,225.515,0.135483008463,0.14103174209594727,0.0412903,11810.413986206055,461.119726678,8.16413510684,1.2018938064575195,295.815611132,265.964075647,195.849460118,0.995283,-202.089,0.0,195.942,0.135483008463,55,-202.131,2.75995e+10,694.173690709,0.135494527296,9.51337194442749,195.831,-21.0410846601,24.0411,101.007738515,65.80944108963013,0.0043592,195.973571228
177,233.549,0.285258818013,0.14652633666992188,0.194733,11877.852680206299,472.776142871,8.30140166943,1.2052505016326904,300.614804933,267.144864696,195.539818622,0.995155,-204.759,0.0,195.654,0.285258818013,54,-204.954,2.75393e+10,847.67883205,0.285013782299,9.6986563205719,195.525,-2.25637915864,24.0389,101.474829336,67.29842710494995,0.00841138,195.694972093
178,220.072,0.19897450739,0.14834928512573242,0.0592041,11945.40863776207,475.987240936,8.16033446204,1.2587826251983643,301.771337537,265.412657395,195.095696734,0.995077,-206.922,0.0,195.198,0.19897450739,54,-206.981,2.75037e+10,790.49757664,0.199003835953,9.964276790618896,195.087,-8.32702760683,24.0376,106.860941576,67.42701816558838,0.00859621,195.213657672
179,235.411,0.563785190632,0.1410520076751709,0.107819,12011.900562524796,480.744009582,8.31430885996,1.208043098449707,303.363005346,306.030742527,194.923676625,0.995093,-207.919,0.0,195.021,0.563785190632,53,-208.027,2.75111e+10,750.614232607,0.56378326987,9.543097257614136,194.905,-0.0997687943907,24.0379,105.810962328,66.35652112960815,0.00974032,195.058263781
180,223.693,0.605730670052,0.1438446044921875,0.106995,12078.797055721283,456.046282071,8.20600281295,1.2525911331176758,294.986272818,302.217328252,195.046435238,0.995205,-204.846,0.0,195.155,0.605730670052,56,-204.953,2.75642e+10,634.598970278,0.605457958959,9.757481336593628,195.03,0.359898638347,24.0398,85.8328766041,66.76392817497253,0.00986453,195.203239654
181,236.568,0.542195634989,0.1432206630706787,0.0888214,12144.19280409813,480.564708916,8.36380755612,1.19761323928833,302.862680243,294.782491054,194.284356192,0.995183,-207.701,0.0,194.414,0.542195634989,53,-207.79,2.75536e+10,842.71937207,0.541885257059,9.589367389678955,194.275,0.213854564025,24.0394,117.785940236,65.27450060844421,0.00914612,194.477728858
182,253.932,0.619644621759,0.14473724365234375,0.104492,12212.108723163605,473.273103176,8.65136210361,1.2419610023498535,301.416215521,293.85199936,193.612689226,0.99512,-205.368,0.0,193.762,0.619644621759,54,-205.472,2.75238e+10,661.078457851,0.619669732167,9.80561113357544,193.605,0.368745895034,24.0383,83.7591721834,67.78666949272156,0.00994036,193.864729401
183,281.91,0.517921576632,0.14929533004760742,0.0978241,12280.808050632477,469.884638961,8.91730313838,1.2742202281951904,299.70721026,312.153518717,193.738689287,0.995162,-208.59,0.0,193.911,0.517921576632,55,-208.688,2.75426e+10,817.471372002,0.518060889966,10.003926038742065,193.73,0.287435322113,24.039,100.443387562,68.5676167011261,0.00915367,194.033186066
184,290.446,0.525902806057,0.14570331573486328,0.112259,12349.136026144028,469.041866099,8.98006968573,1.2393593788146973,299.171966117,334.250642148,194.752178789,0.995149,-207.077,0.0,194.874,0.525902806057,55,-207.189,2.75368e+10,761.423435721,0.525791548939,9.827245235443115,194.73,-0.407008979727,24.0388,105.738765724,68.19276714324951,0.00950017,195.005908577
185,281.791,0.61105302753,0.14197278022766113,0.103943,12415.08899474144,475.721075761,8.93277525272,1.1842927932739258,301.044310713,338.576326994,194.865742779,0.995268,-208.413,0.0,194.987,0.61105302753,53,-208.517,2.75922e+10,912.067850753,0.610128993069,9.3577401638031,194.854,-0.228154695885,24.0408,106.740854048,65.82210516929626,0.00983163,195.084025051
186,277.006,0.510452770094,0.14528584480285645,0.102234,12481.622620105743,473.984144759,8.81532582907,1.2340829372406006,299.430827925,262.170346323,195.07315259,0.994905,-198.194,0.0,195.221,0.510452770094,54,-198.297,2.74215e+10,808.315410459,0.510342242266,9.785085201263428,195.067,-0.89968563668,24.0346,115.713791418,66.39559721946716,0.00981253,195.330145341
187,294.074,0.392732292122,0.1462552547454834,0.109665,12549.817554712296,450.908411419,9.00342316909,1.2293281555175781,291.295707421,297.387395098,194.527176656,0.994743,-209.912,0.0,194.687,0.392732292122,56,-210.022,2.73455e+10,734.249843538,0.392865732548,9.720118284225464,194.519,-1.76135484571,24.0318,98.8123614159,68.06695652008057,0.00677398,194.814158851
188,299.065,0.428743659111,0.14832377433776855,0.0967102,12617.893951177597,486.462537465,9.07098559599,1.2475214004516602,303.318393746,339.379671804,194.120341736,0.994722,-205.641,0.0,194.315,0.428743659111,52,-205.738,2.73366e+10,954.555340478,0.428703173132,9.864941358566284,194.114,-1.10801414008,24.0315,135.379988381,67.9488353729248,0.00940013,194.457018345
189,289.214,0.613172137911,0.1458148956298828,0.102966,12685.481409549713,466.150376741,9.01383995564,1.22749924659729,295.347531506,275.223129807,194.597854667,0.994572,-203.412,0.0,194.762,0.613172137911,54,-203.515,2.72651e+10,850.979944377,0.613260518599,9.595554828643799,194.586,0.0640053649447,24.0289,127.038140397,67.45370292663574,0.0098708,194.88620796
190,294.304,0.517010925455,0.1414198875427246,0.0943909,12750.70026564598,463.913634904,9.06071711298,1.219414234161377,296.433691765,253.951495551,195.728338119,0.994339,-203.5,0.0,195.883,0.517010925455,55,-203.595,2.71567e+10,917.87608652,0.516948853697,9.69854736328125,195.715,-1.08931896463,24.0249,111.266580656,65.09445238113403,0.00875909,196.040374555
191,294.946,0.599865100053,0.14186596870422363,0.11058,12816.608552217484,464.436299775,8.99957201214,1.2086644172668457,294.716262496,279.699418492,196.252277736,0.994192,-209.013,0.0,196.398,0.599865100053,55,-209.124,2.70878e+10,760.284285766,0.599568815605,9.495643615722656,196.243,-0.342074677767,24.0224,121.442535763,65.7864773273468,0.00930452,196.542881866
192,306.225,0.148886911345,0.14000749588012695,0.0989075,12882.846115589142,462.7028981,9.05294003373,1.2102224826812744,293.473218169,257.670388445,196.351657508,0.994185,-203.003,0.0,196.547,0.148886911345,54,-203.102,2.70847e+10,760.029339055,0.148840785913,9.502111673355103,196.341,-61.2225541108,24.0222,119.392320377,66.09623646736145,0.00580182,196.718752038
193,342.165,0.601364229235,0.13906431198120117,0.109009,12946.937521457672,468.340893917,9.28776445053,1.193101406097412,298.947098094,323.697692496,195.905179223,0.994283,-205.443,0.0,196.256,0.601364229235,54,-205.552,2.71302e+10,655.217629098,0.601414006369,9.47053599357605,195.904,0.0805567954292,24.0239,90.5007981106,63.97243523597717,0.00980269,196.571957054
194,368.497,0.548433019489,0.1398324966430664,0.10347,13010.343197345734,437.2846474,9.51025926504,1.1799819469451904,285.486519315,309.02513735,196.274865041,0.994388,-203.801,0.0,196.65,0.548433019489,57,-203.905,2.71791e+10,847.809858021,0.548093557469,9.353497505187988,196.27,0.0972739957601,24.0257,91.0705108914,63.27904224395752,0.00990522,197.055713495
195,429.197,0.297463427987,0.13997530937194824,0.0748901,13074.404113054276,438.796765041,10.0138329963,1.1946916580200195,287.1795604,273.517529343,195.957539456,0.994498,-205.268,0.0,196.637,0.297463427987,57,-205.342,2.72306e+10,734.529737339,0.296862957842,9.369190692901611,195.957,-1.31873051228,24.0276,83.0373665958,63.92899966239929,0.00903146,197.217513898
196,532.33,0.374247632903,0.14211130142211914,0.0823517,13140.11392903328,435.270392324,10.6522553693,1.2242114543914795,284.50931882,277.374636069,195.659089031,0.994495,-207.348,0.0,196.838,0.374247632903,58,-207.431,2.72292e+10,720.024453166,0.373933042279,9.631687879562378,195.658,-0.663539733695,24.0276,99.7061588003,65.58431959152222,0.00918536,197.670797159
197,610.136,0.10102621197,0.14160895347595215,0.0779114,13204.70640039444,467.288071759,11.1503439263,1.229841947555542,295.464379975,160.134793097,195.335318098,0.994557,-204.459,0.0,197.034,0.10102621197,54,-204.537,2.72577e+10,795.164154916,0.100989925034,9.688058853149414,195.338,-73.4765787475,24.0286,119.336749823,64.470219373703,0.00497125,198.008970342
198,599.76,0.559335818962,0.14022397994995117,0.10112,13269.040527820587,446.788066444,11.0612993311,1.2392125129699707,289.893883772,268.329129173,195.233895233,0.994534,-206.265,0.0,197.096,0.559335818962,56,-206.366,2.72464e+10,761.976108153,0.558608102192,9.44165825843811,195.242,-0.0517355929586,24.0282,90.1436085328,64.20840692520142,0.0096946,198.032740788
199,651.012,0.561823910788,0.14412307739257812,0.105698,13333.839143276215,433.609910752,11.2037231412,1.2538056373596191,283.260872272,248.950753799,196.406614467,0.99438,-199.756,0.0,198.245,0.561823910788,58,-199.862,2.71749e+10,768.680507748,0.560928337713,9.638295650482178,196.399,-0.114746874145,24.0256,99.319455555,64.67006707191467,0.0097881,199.24196155
200,659.815,0.688445569064,0.13865995407104492,0.12236,13398.618410110474,441.431727003,11.1015456678,1.2220752239227295,286.310077867,284.110720369,196.524077822,0.994426,-199.061,0.0,198.532,0.688445569064,56,-199.183,2.71958e+10,735.054197525,0.688866406776,9.454466104507446,196.537,0.417161686547,24.0263,100.877320468,64.66236472129822,0.0096387,199.519275684
201,693.251,0.682884741949,0.1393895149230957,0.122971,13463.280232429504,444.096116398,11.1604756773,1.2113730907440186,287.548618052,293.111508634,196.278363529,0.994545,-208.032,0.0,198.817,0.682884741949,56,-208.155,2.72512e+10,851.665700176,0.68199660334,9.49215316772461,196.307,0.384564385923,24.0284,103.216002214,64.5455710887909,0.00961663,199.837860654
202,583.254,0.548180266132,0.14088058471679688,0.149551,13528.508172988892,446.510207637,10.648152209,1.1873040199279785,288.331542537,267.738611969,197.373950898,0.994409,-197.777,0.0,199.331,0.548180266132,56,-197.927,2.71877e+10,741.628206133,0.547942470656,9.550040245056152,197.381,-0.183812308769,24.026,108.721850313,65.10482788085938,0.00850274,200.176286725
203,510.822,0.362730872603,0.1439812183380127,0.112091,13593.963763713837,429.082737455,10.1582825773,1.2406792640686035,283.798599476,321.194404836,198.024604206,0.994393,-203.328,0.0,199.558,0.362730872603,61,-203.44,2.71798e+10,628.092138781,0.361978808316,9.784966230392456,198.016,-0.373414045854,24.0257,70.0732027583,65.32861661911011,0.00982637,200.280730745
204,416.133,0.588995277489,0.13959765434265137,0.116348,13658.805114030838,438.091702597,9.77389194493,1.1794936656951904,285.426339663,242.520855324,198.98789604,0.994473,-204.503,0.0,200.078,0.588995277489,57,-204.619,2.72171e+10,656.173331633,0.588366800374,9.453036785125732,198.983,0.25129175278,24.0271,98.3673318402,64.72038650512695,0.00919803,200.659657004
205,392.026,0.669539763762,0.1413719654083252,0.123627,13725.346249818802,444.584778071,9.49277106856,1.233764410018921,288.145135581,265.453117415,198.678050441,0.994415,-206.456,0.0,199.79,0.669539763762,57,-206.58,2.71901e+10,745.444404938,0.669186780343,9.645396947860718,198.677,0.436730930797,24.0261,105.894564023,66.41641998291016,0.00917259,200.296666398
206,344.098,0.690596620488,0.14627814292907715,0.133331,13792.142002820969,433.424640405,9.08017283457,1.2509963512420654,283.239379621,241.300855214,199.172899717,0.994298,-207.785,0.0,200.167,0.690596620488,58,-207.918,2.71351e+10,723.535924974,0.690040340354,9.987391471862793,199.161,0.437876514225,24.0241,97.3555364624,66.65977215766907,0.00996546,200.632716198
207,294.378,0.468603169858,0.14832115173339844,0.118759,13859.198826789856,449.649444103,8.68205352541,1.2489771842956543,289.800815944,240.397063941,199.934105169,0.994328,-208.141,0.0,200.911,0.468603169858,56,-208.259,2.71491e+10,724.926968857,0.468056692397,9.98432207107544,199.924,0.12810100803,24.0246,101.546234988,66.93142223358154,0.00961291,201.334851611
208,254.875,0.678231663884,0.14499759674072266,0.157288,13925.521219730377,436.564125462,8.18714294472,1.2574806213378906,285.379850587,256.053235406,201.538613298,0.994403,-210.613,0.0,202.486,0.678231663884,57,-210.77,2.71839e+10,617.257631352,0.677607345691,9.899097681045532,201.527,0.39097002463,24.0259,84.8856809909,66.20403957366943,0.00974621,202.849841252
209,229.527,0.719397378042,0.14093565940856934,0.129227,13992.117330312729,418.809006451,7.78859987601,1.200554609298706,277.046171026,232.978213451,203.376520579,0.994412,-207.501,0.0,204.323,0.719397378042,59,-207.63,2.71877e+10,680.497793052,0.718897443555,9.585302829742432,203.361,0.684334539118,24.026,89.1208267832,66.46748566627502,0.0098123,204.667235469
210,194.374,0.694137679337,0.14382028579711914,0.127487,14058.747926473618,452.54780321,7.34178063281,1.2725169658660889,292.344725797,316.906087965,204.784477127,0.994402,-208.72,0.0,205.749,0.694137679337,55,-208.847,2.71827e+10,628.735511227,0.694210104932,10.056867361068726,204.773,0.492845914316,24.0258,88.4765256272,66.49070358276367,0.00971347,205.993347839
211,188.534,0.636355567576,0.1419379711151123,0.115097,14122.935063123703,449.796914128,7.16863984279,1.1992309093475342,288.914600609,245.801302846,205.478233352,0.99443,-210.008,0.0,206.526,0.636355567576,56,-210.123,2.71956e+10,925.223320765,0.635554839782,9.679711818695068,205.469,0.336875956985,24.0263,116.919615373,64.06266450881958,0.00972356,206.799421043
212,169.069,0.605182394317,0.13747453689575195,0.110748,14186.582394599915,417.947361594,6.96963388931,1.1806437969207764,277.685882058,263.881060946,205.230189636,0.994265,-207.538,0.0,206.319,0.605182394317,59,-207.648,2.71185e+10,651.419805213,0.604983516739,9.451669931411743,205.22,-0.139017556599,24.0235,80.3035717599,63.52401375770569,0.00979399,206.505313109
213,141.729,0.670462076367,0.13988423347473145,0.135391,14250.108706951141,452.197019924,6.66490820032,1.1822848320007324,293.595672598,292.96374792,205.24860187,0.994284,-218.423,0.0,206.373,0.670462076367,56,-218.558,2.71271e+10,642.421640336,0.669725445719,9.699503898620605,205.24,0.573170688587,24.0238,77.0617968871,63.404481172561646,0.00936508,206.526525773
214,141.675,0.663873431547,0.1394670009613037,0.0944061,14314.217193603516,441.272996897,6.56710537717,1.1879467964172363,284.591314556,262.56762393,203.890962495,0.994303,-210.514,0.0,205.114,0.663873431547,56,-210.609,2.71355e+10,787.674476297,0.663473998203,9.691378593444824,203.893,0.410559341955,24.0241,119.657052512,63.97950267791748,0.00915498,205.275632248
215,124.659,0.687114752533,0.14136409759521484,0.101166,14377.989748001099,434.550749388,6.4625856329,1.2166593074798584,283.567812818,273.3881747,202.290353187,0.994169,-207.855,0.0,203.426,0.687114752533,57,-207.956,2.70736e+10,699.943070596,0.687314836592,9.787457942962646,202.285,0.266471280284,24.0218,103.581460281,63.65105199813843,0.00954122,203.567157798
216,109.039,0.682016985519,0.13942670822143555,0.0962982,14442.583451986313,442.250302978,6.46545763153,1.2319459915161133,285.673961326,254.000625505,201.05966603,0.994249,-207.9,0.0,202.167,0.682016985519,56,-207.996,2.71119e+10,824.525445282,0.681480614608,9.784302473068237,201.055,0.381545099023,24.0232,110.105298088,64.46709179878235,0.00966083,202.279377849
217,101.846,0.682502544578,0.1425337791442871,0.0993805,14507.801065683365,456.667435846,6.53490210656,1.286628007888794,292.097760783,282.847962729,199.584221653,0.994017,-213.08,0.0,200.641,0.682502544578,54,-213.179,2.70042e+10,878.759978815,0.682019478777,10.143198013305664,199.58,0.484038891158,24.0193,114.845001916,65.10031533241272,0.0099185,200.718925388
218,94.6863,0.707819543472,0.14027762413024902,0.102051,14572.447452068329,450.530751237,6.61337010566,1.2287662029266357,291.27369364,268.375988285,197.953186151,0.994053,-205.447,0.0,198.97,0.707819543472,55,-205.55,2.70205e+10,702.210880299,0.707500237362,9.888641595840454,197.949,0.41969228335,24.0199,92.0483776354,64.5245304107666,0.00990782,199.040609149
219,94.088,0.650863264162,0.1425776481628418,0.105164,14637.02105665207,476.868502576,6.63368967283,1.2359490394592285,298.182702576,239.346922254,196.402430878,0.993903,-203.086,0.0,197.374,0.650863264162,52,-203.192,2.69519e+10,818.741684052,0.650714259188,9.961281061172485,196.395,0.386360592644,24.0173,129.858220361,64.44578671455383,0.009775,197.444629702
220,91.263,0.676748056253,0.1439974308013916,0.0884399,14701.878683328629,442.112036478,6.67749502176,1.2357587814331055,286.086892858,247.464859604,194.750560146,0.993772,-202.278,0.0,195.609,0.676748056253,56,-202.366,2.68912e+10,764.487362045,0.676563842808,10.023373126983643,194.745,0.275349094291,24.0151,109.010024193,64.73664951324463,0.00990668,195.660772491
221,93.4453,0.610883301673,0.14233636856079102,0.0862122,14766.880533695221,449.970715905,6.75940343308,1.2144851684570312,289.860195518,277.462576282,193.588805061,0.993658,-202.415,0.0,194.303,0.610883301673,55,-202.501,2.68387e+10,655.056045135,0.610615061259,9.962553024291992,193.582,0.0931874481567,24.0131,101.773399691,64.88142323493958,0.0064354,194.359801997
222,96.0499,0.0907518221937,0.14178133010864258,0.081955,14831.847891807556,438.143029082,6.79436076069,1.2062389850616455,286.524407311,277.086314883,193.012490008,0.993582,-199.671,0.0,193.578,0.0907518221937,56,-199.753,2.68037e+10,589.924124876,0.090698501272,9.908238649368286,193.001,-42.5170792287,24.0118,74.9486321888,64.84496331214905,0.00581417,193.617944675
223,98.6575,0.739978605453,0.1427745819091797,0.100189,14897.074716806412,433.269544028,6.84742080377,1.2105176448822021,285.129714036,265.882187808,192.933103653,0.993676,-203.735,0.0,193.41,0.739978605453,58,-203.835,2.68469e+10,584.603203506,0.740003418315,10.017196655273438,192.922,0.658825460914,24.0134,74.0554377875,65.10005807876587,0.00996382,193.444878409
224,92.5955,0.60333970709,0.14216065406799316,0.100525,14963.270558834076,442.501963446,6.72823119306,1.1953747272491455,286.94001087,288.625127434,192.667367119,0.993765,-201.896,0.0,193.016,0.60333970709,56,-201.997,2.68872e+10,696.563248642,0.603177765466,9.842070579528809,192.654,0.378386282194,24.0149,97.1084311261,66.06973075866699,0.00974463,193.033755419
225,89.686,0.653681567611,0.13983631134033203,0.083847,15028.298194169998,465.481303469,6.64313028439,1.1775832176208496,297.056956494,291.097623645,192.131334786,0.993776,-208.914,0.0,192.378,0.653681567611,54,-208.998,2.68911e+10,730.992823051,0.653589315532,9.806148767471313,192.118,0.435715436811,24.0151,99.8329260383,64.89718198776245,0.00551157,192.38421487
226,83.0175,0.632423693475,0.13934564590454102,0.0926971,15094.037660598755,465.073419043,6.48475571764,1.1915686130523682,293.330576715,234.984571715,192.23925303,0.993793,-204.419,0.0,192.437,0.632423693475,54,-204.512,2.68985e+10,856.377294806,0.632674511548,9.93929648399353,192.227,0.0636680446108,24.0153,136.442062843,65.60845398902893,0.00983158,192.423895758
227,78.5638,0.517851729539,0.13709592819213867,0.095932,15159.786122322083,481.004966718,6.36710945693,1.1616251468658447,297.309356765,271.975554682,192.482509318,0.993826,-210.477,0.0,192.622,0.517851729539,51,-210.573,2.69133e+10,1055.95075669,0.517719047999,9.571400165557861,192.471,-0.709604914599,24.0159,158.012172724,65.61513352394104,0.0064534,192.602551602
228,75.2039,0.658892030273,0.1450941562652588,0.104736,15226.84063076973,472.795160551,6.22849652642,1.250967264175415,297.917369367,279.772805684,193.001760931,0.993794,-203.446,0.0,193.107,0.658892030273,53,-203.551,2.68988e+10,1006.10798943,0.658897192384,10.280818700790405,192.99,-0.0512950150228,24.0153,125.960101502,66.9278392791748,0.00995723,193.081711022
229,74.5778,0.727040414342,0.14642643928527832,0.1073,15293.255041599274,461.16950515,6.17771412781,1.2424964904785156,295.311478985,301.51276463,192.625375988,0.993817,-207.564,0.0,192.721,0.727040414342,54,-207.671,2.69088e+10,688.61340131,0.72689084294,10.44126033782959,192.61,0.468068446457,24.0157,87.6092201657,66.29033923149109,0.00970207,192.697810281
230,71.3592,0.74603456587,0.14201998710632324,0.0984192,15358.400322675705,466.236483931,6.05524076571,1.218839406967163,296.853086502,275.174053706,192.738878434,0.993773,-208.531,0.0,192.862,0.74603456587,53,-208.63,2.68886e+10,729.695702335,0.745721277781,10.102989912033081,192.728,0.660461299453,24.015,100.840410604,65.02471113204956,0.00943388,192.835810654
231,68.8408,0.659288841965,0.13894224166870117,0.0960693,15423.634063482285,470.045489119,5.95071189202,1.1941852569580078,296.731557026,259.04581206,192.563771855,0.993765,-205.141,0.0,192.707,0.659288841965,53,-205.237,2.68856e+10,999.594780736,0.659072238536,9.901953220367432,192.552,0.247179772877,24.0149,127.434077933,65.11016654968262,0.00971411,192.684773553
232,66.636,0.070152459419,0.1426835060119629,0.0570221,15488.334272623062,474.356090063,5.86005861091,1.238377332687378,300.511541828,288.163347164,192.337530075,0.99348,-209.514,0.0,192.485,0.070152459419,53,-209.571,2.67549e+10,691.015756997,0.0701523507039,10.16331171989441,192.328,-408.278448599,24.01,95.1699734823,64.56900906562805,0.00424107,192.464972306
233,65.0839,0.670044446863,0.14328289031982422,0.108551,15554.471235752106,467.051807317,5.80373670769,1.2426798343658447,296.667301959,258.458777583,192.368295675,0.993252,-204.878,0.0,192.532,0.670044446863,53,-204.987,2.66503e+10,838.215334444,0.669579173982,10.311166763305664,192.359,0.557705482329,24.0061,101.374601285,66.01238870620728,0.00979235,192.518207798
234,64.9846,0.694304873205,0.14302635192871094,0.0999451,15620.019839763641,462.749157299,5.78951687665,1.2243142127990723,294.901764848,272.762833869,192.722345534,0.993428,-203.928,0.0,192.904,0.694304873205,54,-204.028,2.67303e+10,835.21061516,0.694348636265,10.087817430496216,192.711,0.486225348844,24.0091,102.764051037,65.41526579856873,0.0099457,192.898915314
235,64.0634,0.468668786966,0.14510107040405273,0.106979,15684.410861968994,481.933008266,5.7323412539,1.2521998882293701,301.505657748,267.02903303,192.886705522,0.993438,-205.473,0.0,193.068,0.468668786966,52,-205.58,2.67352e+10,889.619996312,0.468620477673,10.365385055541992,192.877,-0.488606490692,24.0092,122.145544055,64.25987529754639,0.0098382,193.067923968
236,62.5831,0.691461279619,0.14161968231201172,0.09552,15748.185370445251,472.221680384,5.6866945985,1.2152907848358154,296.395119807,277.814974577,193.061505086,0.993351,-206.734,0.0,193.265,0.691461279619,53,-206.83,2.66952e+10,828.547752052,0.691748921698,10.111154794692993,193.053,0.438775384612,24.0078,127.728862792,63.64673399925232,0.00905288,193.269540387
237,63.4926,0.657752682925,0.13896417617797852,0.0986633,15812.816195964813,463.575125572,5.71731546008,1.196702480316162,294.251002748,253.755437895,193.496192993,0.993217,-208.45,0.0,193.714,0.657752682925,53,-208.549,2.66336e+10,781.881491026,0.657254431473,9.798280954360962,193.486,0.13089104105,24.0054,115.966202239,64.50595450401306,0.00961938,193.727178852
238,63.7758,0.730119758869,0.14252734184265137,0.0902863,15878.092667341232,454.278704775,5.72615491423,1.2429614067077637,292.092978142,316.627312582,194.093987182,0.993115,-203.126,0.0,194.307,0.730119758869,54,-203.216,2.65874e+10,717.022055301,0.729906789812,10.1283278465271,194.082,0.533565663562,24.0037,91.2390553236,65.1495110988617,0.00993696,194.331481452
239,65.0038,0.713814109728,0.14629364013671875,0.0744019,15943.457079648972,463.497243671,5.78023129414,1.2785415649414062,293.829564788,298.240659744,194.193709655,0.993125,-204.679,0.0,194.403,0.713814109728,54,-204.754,2.65926e+10,855.084902822,0.713748045641,10.362757444381714,194.184,0.522871497419,24.0039,116.761814457,65.24073338508606,0.00642423,194.425702516
240,65.8762,0.698738132244,0.13820481300354004,0.0806122,16008.526151895523,485.996011448,5.79860939209,1.235360860824585,302.634918157,219.759672895,194.543435223,0.9931,-206.267,0.0,194.751,0.698738132244,50,-206.347,2.65811e+10,723.852401102,0.697896971709,9.951863527297974,194.531,0.549577873358,24.0035,107.772451958,64.94108510017395,0.006414,194.781913536
241,66.3332,0.708476376544,0.14096927642822266,0.0929871,16073.646249771118,473.902058896,5.84195038631,1.2269318103790283,298.9713352,324.256371783,195.195996211,0.993195,-207.655,0.0,195.37,0.708476376544,53,-207.748,2.66248e+10,796.030700572,0.70846930436,10.09696912765503,195.181,0.540048095645,24.0051,111.777744218,64.9994249343872,0.00979913,195.40102028
242,68.9413,0.555203942952,0.1396327018737793,0.105865,16138.686657190323,465.780994907,5.93021448205,1.215200662612915,295.882250202,302.400368794,195.285337664,0.993174,-207.421,0.0,195.433,0.555203942952,54,-207.527,2.66148e+10,857.393783448,0.555144876283,10.068457126617432,195.269,-0.0896344082506,24.0047,107.544893661,64.92034316062927,0.00981262,195.461468044
