AverageReturn,AbsLearnSignalNew,AverageAbsQ,AverageY,Entropy,dLoss,AverageAbsY,Perplexity,MeanKLBefore,AverageQ,LossAfter,ItrTime,ExplainedVariance,EnvExecTime,StdReturn,Time,MinReturn,AbsLearnSignalOld,PolicyExecTime,AverageQLoss,MaxReturn,AverageAbsQYDiff,Iteration,AbsLearnSignal,MeanKL,AverageDiscountedReturn,ProcessExecTime,AveragePolicyStd,NumTrajs,LossBefore
465.646732245,0.551904632849,175.668,175.660041845,24.1387,0.126602,175.682067498,3.04306e+10,0.0,175.617,-200.386,53.21857976913452,0.155091590711,9.633981943130493,110.531501728,20805.888583898544,309.415450915,0.551152800015,1.0297682285308838,66.2794,889.05190198,5.71764433061,375,0.551904632849,0.00964526,290.06827325,0.1373274326324463,1.00102,51,-200.259
495.137576066,0.527271299657,176.318,176.312622146,24.1407,0.0951385,176.334169358,3.04897e+10,0.0,176.267,-204.27,53.66270852088928,-0.472057823423,9.672898769378662,133.646384422,20859.68178319931,281.119798929,0.52745766469,1.0032289028167725,64.4282,858.55500383,5.66008658056,376,0.527271299657,0.00892649,298.68064114,0.13876795768737793,1.00113,48,-204.175
482.876258042,0.524868303255,177.484,177.469397452,24.1379,0.0818634,177.493684747,3.04048e+10,0.0,177.428,-207.409,53.37161421775818,-0.341107280122,9.535831212997437,112.825500836,20913.18456172943,335.522671255,0.524587504667,1.0328783988952637,66.2928,784.182641714,5.70870171463,377,0.524868303255,0.00987203,296.371553436,0.13698124885559082,1.00097,50,-207.328
469.090868898,0.572987823541,178.545,178.526528533,24.1342,0.0857391,178.550218786,3.02941e+10,0.0,178.491,-200.342,54.43577742576599,-0.0238330596236,9.725960493087769,126.007402124,20967.745999097824,286.188551004,0.572678039818,1.0458502769470215,65.7815,833.016586007,5.68079423231,378,0.572987823541,0.00975599,290.061853183,0.13859963417053223,1.00075,51,-200.256
486.203654886,0.296482640624,179.949,179.92721445,24.1336,0.0855408,179.951859927,3.02754e+10,0.0,179.894,-202.9,55.3910768032074,-3.02949407866,9.98894739151001,119.16006139,21023.263751506805,233.530966125,0.296248672597,1.0611670017242432,67.1236,755.623657751,5.73053656309,379,0.296482640624,0.00991595,296.882196567,0.14087843894958496,1.00072,49,-202.814
496.939297851,0.477682865852,181.063,181.034469015,24.1341,0.0929718,181.061737868,3.0292e+10,0.0,181.005,-206.504,56.39590001106262,-1.22193555002,10.166988372802734,178.791934971,21079.79049229622,277.088375239,0.477654489262,1.102546215057373,66.9598,1230.97061553,5.73209197855,380,0.477682865852,0.00994845,296.153395685,0.14453339576721191,1.00075,48,-206.411
475.236783988,0.603421026954,182.584,182.562200961,24.1344,0.102249,182.588065968,3.02987e+10,0.0,182.526,-203.01,56.0436851978302,-0.28940313199,10.461546897888184,135.902781191,21135.967393875122,265.220372741,0.603142197648,1.1261086463928223,66.5721,776.081521647,5.73777629391,381,0.603421026954,0.00977232,290.883891625,0.1478283405303955,1.00076,51,-202.908
453.072120062,0.642480723606,183.118,183.101420622,24.1346,0.0963745,183.130094202,3.03046e+10,0.0,183.054,-204.312,54.84544634819031,-0.0631007435126,9.930741786956787,120.003440745,21190.947981357574,303.962064725,0.642353386321,1.0638339519500732,65.261,946.672051311,5.66639387642,382,0.642480723606,0.00972391,284.916229647,0.1430974006652832,1.00078,53,-204.215
491.951547856,0.353410308045,184.065,184.056723282,24.1344,0.0849609,184.080315546,3.03004e+10,0.0,184.007,-213.351,55.220065116882324,-1.6070384189,10.069693088531494,139.036526946,21246.293717622757,266.687558155,0.353307577508,1.0949656963348389,65.9184,1066.77481469,5.69781645823,383,0.353410308045,0.00894999,298.301106193,0.14646148681640625,1.00077,50,-213.266
449.5570504,0.387205578974,184.624,184.613503185,24.133,0.085495,184.640027992,3.02575e+10,0.0,184.566,-206.736,54.6340434551239,-3.10919333428,9.82845139503479,104.087208046,21301.054177999496,270.337370954,0.387121701722,1.075777530670166,62.4875,733.99638653,5.60925964551,384,0.387205578974,0.00961079,284.76192474,0.14323163032531738,1.00068,53,-206.65
480.634402273,0.277818927082,185.363,185.35062625,24.1321,0.0988617,185.374984949,3.0229e+10,0.0,185.307,-217.141,56.53828549385071,-2.99985728268,10.260239124298096,107.66435039,21357.729927301407,324.342297532,0.27785776916,1.1210424900054932,61.0088,736.54385909,5.54426812121,385,0.277818927082,0.00975997,296.650531643,0.1484508514404297,1.00063,51,-217.042
449.371622279,0.564552740453,185.34,185.340116772,24.1304,0.0724792,185.362123934,3.01786e+10,0.0,185.29,-204.709,56.56567192077637,-0.00157942765683,9.69356918334961,106.967296509,21414.451236486435,230.265024649,0.564276180718,1.0998890399932861,59.3377,780.088404201,5.47489172427,386,0.564552740453,0.00888754,283.890794596,0.14809370040893555,1.00053,53,-204.637
469.694216532,0.656448182829,185.52,185.512943759,24.131,0.0656128,185.537238398,3.0197e+10,0.0,185.468,-207.836,54.582563400268555,0.171897105508,9.570723533630371,115.327610659,21469.18591451645,283.414027332,0.656216700149,1.097881555557251,58.9712,905.107696648,5.44758721061,387,0.656448182829,0.00645711,291.40648646,0.14599132537841797,1.00056,52,-207.771
458.943957911,0.528774526659,185.077,185.06845002,24.1311,0.0699005,185.091593858,3.01994e+10,0.0,185.022,-207.3,55.770644664764404,-0.20367439308,9.707683324813843,114.557571761,21525.08317422867,248.436420313,0.528259802514,1.0649144649505615,58.1859,769.679814876,5.42003746164,388,0.528774526659,0.00652562,286.938786584,0.13960504531860352,1.00057,52,-207.23
466.768274328,0.624068136544,185.376,185.367265873,24.1305,0.0728455,185.39188793,3.01829e+10,0.0,185.321,-206.318,56.149799823760986,0.144695572015,9.93268632888794,130.116938171,21581.35533452034,257.369509645,0.62405023643,1.072803258895874,57.2591,951.267887829,5.37745596827,389,0.624068136544,0.00648684,289.210860786,0.1381392478942871,1.00054,51,-206.245
502.877741204,0.55314181837,185.173,185.159132057,24.1289,0.0853119,185.183531253,3.01331e+10,0.0,185.117,-211.987,55.90985631942749,-0.545534843743,9.765149593353271,140.233762797,21637.396514892578,295.089181888,0.552567105316,1.0505287647247314,57.0905,860.594026197,5.36674405455,390,0.55314181837,0.00982594,301.430965599,0.13823676109313965,1.00044,48,-211.902
448.341116134,0.656097934714,185.176,185.164464024,24.129,0.0860443,185.190808505,3.01367e+10,0.0,185.122,-200.382,55.366260051727295,0.242763819028,9.501702785491943,91.256777431,21692.88817691803,323.838269502,0.655686451541,1.0321922302246094,57.7513,769.288910386,5.39053305917,391,0.656097934714,0.0097922,284.268006368,0.13952326774597168,1.00045,52,-200.296
486.329966946,0.56259941021,184.614,184.596499649,24.1315,0.10553,184.622551803,3.02115e+10,0.0,184.555,-203.806,55.91179919242859,-0.109493990791,9.698269128799438,107.712958252,21748.931529045105,316.316379508,0.56233446827,1.026397466659546,57.1673,780.735004845,5.35433747897,392,0.56259941021,0.00963351,296.926735083,0.13688993453979492,1.00059,48,-203.701
492.394847348,0.69624796015,184.639,184.62552143,24.1307,0.0847931,184.648682844,3.01865e+10,0.0,184.586,-206.232,56.983009576797485,0.43981864297,9.778292655944824,139.593213625,21806.05051136017,299.207033074,0.695679905335,1.0587518215179443,56.6837,1029.71026341,5.35967457193,393,0.69624796015,0.00988244,298.708270286,0.1426539421081543,1.00054,49,-206.147
491.326939317,0.611951906511,184.282,184.268947954,24.1287,0.0791779,184.295456492,3.01276e+10,0.0,184.226,-205.532,56.74598050117493,-0.196239374698,9.864566326141357,117.218009694,21862.93180823326,313.555780552,0.61207294209,1.0575087070465088,58.6788,932.893628217,5.40709708548,394,0.611951906511,0.00977884,299.186817253,0.14349126815795898,1.00043,49,-205.453
451.501803939,0.50157476588,184.379,184.366756995,24.1288,0.0652618,184.392911344,3.01312e+10,0.0,184.324,-204.507,54.91053581237793,-0.227338605627,9.447558641433716,99.9233748489,21917.971392393112,295.362170382,0.501163334368,1.0122535228729248,58.4988,814.920448375,5.39509593934,395,0.50157476588,0.0076667,285.31749055,0.13364934921264648,1.00043,53,-204.442
486.719049417,0.533020902971,183.745,183.728844581,24.1296,0.100052,183.755952434,3.01538e+10,0.0,183.688,-204.645,56.34735608100891,-0.86650829397,9.450822114944458,107.44400094,21974.44197010994,328.578307093,0.532733460137,1.0186893939971924,58.9379,762.497635674,5.4181275461,396,0.533020902971,0.00947959,297.32892917,0.13710260391235352,1.00048,49,-204.545
494.790460346,0.477322588719,183.748,183.733002775,24.1284,0.117004,183.761741545,3.01184e+10,0.0,183.69,-203.938,57.893434286117554,-0.554535184415,9.80283522605896,114.384744727,22032.476155281067,359.35411001,0.477062477419,1.0599243640899658,58.4715,935.865256096,5.39680181929,397,0.477322588719,0.00923166,299.346337239,0.1448218822479248,1.00041,47,-203.821
500.298602319,0.611426354628,183.209,183.192033503,24.1279,0.0953217,183.220313909,3.01022e+10,0.0,183.15,-205.203,58.29085063934326,0.0154039229046,10.17000937461853,136.091212426,22090.904396772385,311.300618589,0.611534600981,1.117330551147461,57.5409,1051.26225058,5.35858082476,398,0.611426354628,0.00973642,300.06795069,0.14791584014892578,1.00038,48,-205.108
483.009623829,0.387081128314,183.079,183.069302324,24.1293,0.0792694,183.093412282,3.01457e+10,0.0,183.026,-201.209,58.35877084732056,-1.7435772329,10.108208656311035,113.8987867,22149.399538517,334.003221983,0.386804447085,1.10575532913208,57.3915,813.096516754,5.34982943307,399,0.387081128314,0.00959952,295.824500837,0.14617919921875,1.00046,49,-201.13
466.249389885,0.590478042616,182.596,182.587582957,24.1283,0.08284,182.611608052,3.01158e+10,0.0,182.544,-198.604,58.75688600540161,-0.161158845772,10.586374521255493,120.848492516,22208.293840169907,277.140825817,0.590248769421,1.1607134342193604,57.8563,875.506004445,5.34241784248,400,0.590478042616,0.00989491,288.346829366,0.1517806053161621,1.00041,51,-198.522
490.767303594,0.578417978873,182.466,182.462889149,24.1306,0.0878906,182.482580649,3.01856e+10,0.0,182.418,-202.175,59.464077949523926,-0.336980795693,10.488656282424927,134.479555734,22267.931088209152,302.997219233,0.578461740742,1.2035212516784668,56.9758,852.33212952,5.33581857079,401,0.578417978873,0.00959038,296.576927153,0.156386137008667,1.00054,48,-202.087
500.468391791,0.684872380888,182.094,182.091157379,24.1335,0.0796509,182.113802883,3.02722e+10,0.0,182.045,-203.953,59.45634198188782,0.355742043573,10.759526014328003,121.469328077,22327.54890179634,311.25618262,0.684437741674,1.242882490158081,57.1894,893.83040125,5.33327660264,402,0.684872380888,0.00975101,302.116309106,0.15929341316223145,1.00071,48,-203.874
497.032402648,0.685399281328,182.363,182.356604954,24.1347,0.0830994,182.381493696,3.0309e+10,0.0,182.309,-201.195,57.429035902023315,0.319238206367,10.283252954483032,141.365941922,22385.12887120247,275.925550805,0.685276714717,1.1751947402954102,58.4158,990.868244335,5.35141952225,403,0.685399281328,0.00996942,298.461530849,0.15577387809753418,1.00078,48,-201.112
471.456283095,0.436836110201,182.415,182.411701726,24.1374,0.0768585,182.435646533,3.03894e+10,0.0,182.363,-196.718,57.78414225578308,-2.3000192318,10.389036893844604,107.263501649,22443.046672582626,303.898400364,0.436672962278,1.1071457862854004,57.0291,787.592943066,5.31498784426,404,0.436836110201,0.0095748,291.154282227,0.14872336387634277,1.00094,50,-196.641
459.59218005,0.502072269658,182.324,182.319932006,24.1411,0.0601196,182.34447026,3.05018e+10,0.0,182.268,-195.052,58.24287796020508,-0.000261343451736,10.556801795959473,108.089763366,22501.428340911865,290.696653545,0.501367938321,1.1313982009887695,56.8982,801.310369044,5.30949750048,405,0.502072269658,0.00875517,286.879118046,0.1484062671661377,1.00116,51,-194.991
474.04513365,0.744009823882,182.024,182.021159199,24.1392,0.0868073,182.047446718,3.04451e+10,0.0,181.969,-195.902,57.90097260475159,0.548719096997,10.443950891494751,98.8606816728,22559.474528312683,309.101923524,0.744136293122,1.1058323383331299,56.005,737.465448907,5.26984879137,406,0.744009823882,0.00996746,293.118459542,0.1485271453857422,1.00105,50,-195.815
505.760683056,0.152571894362,182.021,182.024242785,24.1423,0.0601807,182.051825877,3.05408e+10,0.0,181.966,-196.562,58.25754976272583,-25.0774418122,10.646833658218384,128.708413853,22617.87313437462,371.714943135,0.152515759535,1.1189806461334229,55.7836,948.794850438,5.25694414785,407,0.152571894362,0.00774186,300.913715804,0.1485741138458252,1.00123,46,-196.501
472.654415452,0.652033837771,181.792,181.790907728,24.1436,0.0778961,181.820518809,3.05801e+10,0.0,181.729,-193.293,57.74649977684021,0.290474910341,10.443388938903809,100.300449382,22675.763291358948,311.080972067,0.651985969107,1.1187686920166016,54.8472,720.374324896,5.21835517178,408,0.652033837771,0.00971886,292.046058434,0.1497955322265625,1.00131,50,-193.215
494.314841653,0.394658765215,181.881,181.881820301,24.145,0.0801849,181.907575771,3.06223e+10,0.0,181.823,-197.543,57.6438684463501,-0.989691330715,10.922611713409424,103.601651376,22733.542612314224,301.866384887,0.394668297076,1.1569774150848389,55.1189,696.900688204,5.21674588508,409,0.394658765215,0.00951935,300.124406924,0.15194201469421387,1.00139,48,-197.463
486.507061046,0.501263528583,181.686,181.690874473,24.1453,0.0705566,181.719087282,3.06319e+10,0.0,181.629,-189.922,57.879440784454346,-0.500682358296,10.731227159500122,112.706505831,22791.55916118622,342.609000946,0.50126654312,1.1344316005706787,54.1284,800.047284672,5.17538408657,410,0.501263528583,0.00935889,297.44223586,0.149125337600708,1.00141,49,-189.852
490.080330466,0.633326118453,181.557,181.564643532,24.1434,0.0736694,181.590126331,3.05726e+10,0.0,181.502,-200.839,57.013516902923584,0.372980810257,10.501397371292114,104.203501032,22848.714067459106,319.004432983,0.633052701724,1.1017823219299316,54.3364,724.920848014,5.17504739661,411,0.633326118453,0.00965016,298.150603998,0.14763903617858887,1.00129,48,-200.765
501.771438926,0.585230163167,181.892,181.899163695,24.1449,0.0787048,181.923539567,3.06188e+10,0.0,181.837,-197.989,57.46536707878113,0.0436252877895,10.481748580932617,148.422129636,22906.316814422607,326.409043955,0.58482635327,1.108241319656372,53.8439,1198.40939566,5.14916334676,412,0.585230163167,0.00961642,300.432253583,0.14480853080749512,1.00138,47,-197.91
490.625753912,0.473751360329,181.967,181.975578364,24.1437,0.0772247,182.001389045,3.05839e+10,0.0,181.91,-197.03,58.24418592453003,-2.0274105503,10.839544296264648,116.530895063,22964.696387052536,290.969349823,0.473579678573,1.1554887294769287,53.1524,854.271223739,5.11363273726,413,0.473751360329,0.00962264,297.22653978,0.15111398696899414,1.00132,48,-196.953
497.953718665,0.586564932474,182.036,182.038342516,24.1442,0.076828,182.06861974,3.05987e+10,0.0,181.971,-194.277,55.687605142593384,-0.0731998673713,10.523330211639404,129.04709351,23020.548598766327,289.823893142,0.586349624997,1.1209158897399902,53.3551,861.713939105,5.13723548164,414,0.586564932474,0.00926185,298.432412861,0.15173864364624023,1.00134,47,-194.201
508.028571381,0.544312449909,182.05,182.052117849,24.1434,0.0757599,182.081953021,3.05735e+10,0.0,181.986,-200.203,56.611929178237915,-0.34784222831,10.431749105453491,107.692270796,23077.30043053627,364.799583601,0.544247389181,1.0887157917022705,52.5883,814.518095703,5.10154819621,415,0.544312449909,0.00924776,304.793076452,0.14441156387329102,1.0013,47,-200.127
492.108763135,0.55550668273,182.779,182.783423706,24.1437,0.061615,182.812299759,3.05823e+10,0.0,182.717,-197.784,58.374553203582764,-0.201268245533,10.525710344314575,112.127347689,23135.82426571846,302.416178957,0.554983875202,1.0983288288116455,52.4662,792.053988405,5.07064206599,416,0.55550668273,0.00646761,299.015051062,0.1463027000427246,1.00131,48,-197.723
473.325093473,0.522850153935,182.417,182.419636189,24.1453,0.0723572,182.448190948,3.06326e+10,0.0,182.351,-189.182,58.13529992103577,-0.26961851446,10.984731435775757,104.499160051,23194.11551618576,263.739969803,0.522744622947,1.2173988819122314,51.0677,748.326121972,5.05164691621,417,0.522850153935,0.00957647,291.929608131,0.1670396327972412,1.00141,50,-189.109
491.984479354,0.614622945864,182.819,182.819983047,24.1435,0.0944366,182.849279853,3.05763e+10,0.0,182.752,-196.311,57.054267168045044,0.426318855118,10.881770849227905,96.0937641428,23251.332626581192,323.678548684,0.614328010083,1.2070541381835938,50.8141,769.040354772,5.03015168468,418,0.614622945864,0.00926841,300.493581348,0.15965914726257324,1.0013,49,-196.216
520.656882986,0.606785709529,182.818,182.820102551,24.1424,0.0788727,182.849585054,3.05425e+10,0.0,182.752,-197.825,57.642498254776,0.257847830785,10.655581951141357,125.17104423,23309.113921165466,331.670136958,0.606879233349,1.1135711669921875,51.6017,868.179959799,5.06264194303,419,0.606785709529,0.00964253,308.327759926,0.15221428871154785,1.00124,46,-197.746
469.736852015,0.576113981194,182.749,182.742196468,24.1426,0.0738525,182.778236684,3.05494e+10,0.0,182.675,-194.958,58.17275834083557,0.0105012849106,10.55462908744812,89.4853095962,23367.42138528824,328.577754209,0.57608407018,1.1297082901000977,50.6369,735.109683412,5.01711190931,420,0.576113981194,0.00965156,292.139568487,0.1483469009399414,1.00125,51,-194.884
488.956530834,0.496279120665,183.279,183.270445469,24.1437,0.0668488,183.304878905,3.05828e+10,0.0,183.203,-189.401,58.56151723861694,-0.573493679626,10.682445526123047,108.586117481,23426.12828373909,335.091371799,0.496161994802,1.1424410343170166,50.9975,817.753799065,5.0258324435,421,0.496279120665,0.00879036,298.064094502,0.1500999927520752,1.00131,48,-189.334
518.561030637,0.531356195087,183.771,183.751647828,24.1428,0.0703583,183.788691552,3.05557e+10,0.0,183.689,-198.011,57.62189245223999,-0.0503469565821,10.464948654174805,130.642923176,23483.88828611374,353.986103022,0.531298553868,1.103825569152832,50.8676,972.879132154,5.02517970183,422,0.531356195087,0.00991028,306.206142154,0.14597344398498535,1.00126,45,-197.941
493.26173467,0.527458682032,184.07,184.045898402,24.1433,0.07164,184.0831359,3.05693e+10,0.0,183.987,-196.16,58.20571994781494,-0.599489121081,10.527444124221802,122.538834134,23542.23934364319,340.740463425,0.527270778733,1.109311580657959,51.0907,1014.65741198,5.01739960254,423,0.527458682032,0.0097437,299.168373214,0.15004348754882812,1.00129,48,-196.088
503.053963576,0.567348823496,184.129,184.100809533,24.1446,0.0721741,184.139415856,3.06105e+10,0.0,184.045,-196.002,58.15521764755249,-0.190490970487,10.3065664768219,123.456064455,23600.53176355362,335.538775401,0.567298217089,1.0986311435699463,50.8394,804.595600816,5.0220970721,424,0.567348823496,0.00965006,302.038253662,0.14313292503356934,1.00137,47,-195.93
480.946552776,0.620777983753,184.66,184.634609947,24.1443,0.0738831,184.67083496,3.05997e+10,0.0,184.578,-192.334,57.462037563323975,0.197349678608,9.946712732315063,88.053340437,23658.134388923645,336.986499623,0.620600782106,1.0624206066131592,50.9582,657.123930253,5.0157672257,425,0.620777983753,0.00918056,297.153202632,0.14626145362854004,1.00135,50,-192.26
491.661800981,0.622702156631,184.539,184.503510845,24.1449,0.0729065,184.543695123,3.06208e+10,0.0,184.451,-194.462,57.419240951538086,0.281506424122,10.227179050445557,97.9056187933,23715.69447374344,333.052151767,0.622450066582,1.0842320919036865,49.77,751.283593784,4.97093094357,426,0.622702156631,0.00983076,299.452019346,0.14229440689086914,1.00139,48,-194.389
536.605793582,0.621297389968,184.803,184.769891482,24.1428,0.0921631,184.812048295,3.05551e+10,0.0,184.717,-204.805,57.46616888046265,0.273230941631,9.97704815864563,110.241794811,23773.296579360962,348.420921167,0.621412777321,1.0527260303497314,49.2319,824.448914332,4.94345894203,427,0.621297389968,0.0097565,313.410062811,0.13950538635253906,1.00126,44,-204.713
501.572710185,0.487513727422,185.537,185.50520047,24.1405,0.064209,185.544207322,3.0486e+10,0.0,185.453,-198.92,56.95817184448242,-0.591105670557,9.798354148864746,113.061783892,23830.395807027817,311.669543775,0.487147708047,1.0415990352630615,49.0077,796.42566706,4.93963276217,428,0.487513727422,0.00949212,302.53446232,0.13968682289123535,1.00113,48,-198.855
511.889523237,0.578249999363,185.862,185.823584947,24.1413,0.0714874,185.86896191,3.05103e+10,0.0,185.77,-199.068,57.01588535308838,0.212398141475,10.079309225082397,99.8524147763,23887.550349712372,326.472837843,0.578076863734,1.0607621669769287,48.7424,782.90717613,4.9247781887,429,0.578249999363,0.00981347,307.912574357,0.14425039291381836,1.00118,47,-198.997
517.377265687,0.519936821688,186.398,186.356840595,24.1387,0.097641,186.401823483,3.04314e+10,0.0,186.307,-200.679,57.49373650550842,0.172769877147,10.187536239624023,120.20753281,23945.181243419647,352.479594018,0.519669426749,1.0812153816223145,49.5281,976.807210083,4.95138965585,430,0.519936821688,0.0089655,308.542208884,0.14403319358825684,1.00102,47,-200.582
535.877123981,0.351939146931,187.13,187.092379856,24.1378,0.0700073,187.135929458,3.04024e+10,0.0,187.041,-200.057,57.94345664978027,-3.87240213178,10.256156921386719,147.912162123,24003.258866786957,334.52715961,0.351873801962,1.088104248046875,48.7241,1196.64706524,4.92926791622,431,0.351939146931,0.00922774,312.030264672,0.14258122444152832,1.00097,44,-199.987
512.503532283,0.679647392224,186.909,186.866313644,24.1358,0.075058,186.908093764,3.03435e+10,0.0,186.816,-196.99,58.173126459121704,0.446715003273,10.6069974899292,110.79549268,24061.57386136055,334.335780388,0.679390694498,1.1531097888946533,49.4418,981.764649416,4.96095268546,432,0.679647392224,0.00978965,306.499029652,0.15993094444274902,1.00085,46,-196.915
518.319925761,0.470310802206,187.669,187.623929734,24.1353,0.0610962,187.665647992,3.03281e+10,0.0,187.579,-196.953,60.14904546737671,-1.50210779261,10.880312204360962,126.333502358,24121.869664669037,326.520757265,0.470038439101,1.2224812507629395,49.188,948.334193042,4.95410856846,433,0.470310802206,0.00804263,306.768822017,0.16119623184204102,1.00082,46,-196.892
497.197506726,0.43023820567,188.022,187.974293345,24.1356,0.070343,188.016321221,3.03353e+10,0.0,187.931,-197.237,57.19103288650513,-0.439545487109,10.599627256393433,112.767376439,24179.24375987053,326.257518142,0.430193919534,1.157867193222046,49.6112,789.92810267,4.97779731753,434,0.43023820567,0.00771024,301.25631048,0.15871071815490723,1.00084,48,-197.167
494.802023016,0.509214370131,188.363,188.309978278,24.1382,0.0825043,188.35242644,3.04153e+10,0.0,188.268,-193.961,57.66617178916931,-0.204466610619,10.634852647781372,93.5782827389,24237.061116695404,322.21532714,0.509194173284,1.0946154594421387,49.5549,721.688017688,4.9663603494,435,0.509214370131,0.00949613,300.070570769,0.1478114128112793,1.00099,47,-193.878
546.382303855,0.614870390664,189.069,189.008126387,24.1373,0.0657806,189.051727363,3.03862e+10,0.0,188.968,-207.76,58.56562423706055,0.330746483571,11.197860479354858,125.098852824,24295.773602485657,374.247957591,0.614466953002,1.1607530117034912,49.2172,878.911061124,4.95475951298,436,0.614870390664,0.00969463,317.495801659,0.15621066093444824,1.00094,44,-207.695
510.886680445,0.533460045132,189.16,189.08647738,24.1355,0.0639191,189.136840404,3.03325e+10,0.0,189.049,-200.738,58.499062299728394,-0.840157536073,10.935186624526978,102.050797616,24354.417510032654,328.951629344,0.533309448088,1.1354451179504395,49.3854,821.295895162,4.96473266414,437,0.533460045132,0.00985172,306.052710719,0.14876866340637207,1.00083,46,-200.674
493.359032482,0.549925080615,189.46,189.383351981,24.1359,0.0756378,189.435233021,3.03439e+10,0.0,189.345,-193.558,58.11553168296814,-0.192187797292,10.530578136444092,100.942863196,24412.679089784622,312.441764333,0.549870098665,1.09238862991333,49.6342,719.958230928,4.98715916227,438,0.549925080615,0.00977658,299.742158656,0.14589262008666992,1.00085,47,-193.482
496.098721056,0.595872343906,189.998,189.913403791,24.1351,0.0768738,189.967309141,3.03203e+10,0.0,189.878,-199.329,59.00677680969238,0.500110916851,11.10449504852295,110.997332728,24471.835890054703,314.429097206,0.596006666305,1.157867670059204,49.4724,779.782021253,4.963845738,439,0.595872343906,0.00984086,301.120966616,0.1524810791015625,1.00081,48,-199.252
507.81598441,0.628059878818,190.629,190.535407808,24.1379,0.0742035,190.595055963,3.04066e+10,0.0,190.501,-203.53,59.42032527923584,0.11415760032,11.297666072845459,114.616153205,24531.40270090103,324.984897873,0.627863078258,1.1937534809112549,49.8489,752.535920558,4.98980482943,440,0.628059878818,0.0095023,304.899139996,0.1603713035583496,1.00097,48,-203.456
505.828755924,0.58867331093,191.142,191.039031426,24.1385,0.0805359,191.100484005,3.04246e+10,0.0,191.007,-197.507,59.885658979415894,0.0773409814573,10.893249750137329,96.4373038241,24591.43806552887,320.374117692,0.58850771086,1.1543381214141846,49.5975,737.632479309,4.98801178808,441,0.58867331093,0.0098469,303.721956881,0.15184402465820312,1.00101,46,-197.426
487.345966688,0.685613514541,191.768,191.668154113,24.1377,0.0964813,191.729404239,3.03995e+10,0.0,191.636,-198.522,60.37810277938843,0.468658874958,11.172990798950195,129.514975363,24651.961288690567,293.773178902,0.685462512975,1.1683917045593262,50.0095,943.064793674,4.97947815136,442,0.685613514541,0.009855,295.47254112,0.15647172927856445,1.00096,48,-198.425
505.976498978,0.514087087993,192.209,192.103937038,24.1379,0.0848389,192.165988287,3.04067e+10,0.0,192.073,-199.088,60.17347192764282,0.0281435733494,11.229964971542358,121.785153475,24712.279358148575,318.129324498,0.514093217104,1.1830670833587646,48.7742,837.97510002,4.92287478586,443,0.514087087993,0.00892393,302.627050051,0.1533644199371338,1.00097,47,-199.003
507.134795232,0.595724365116,192.378,192.280381569,24.1377,0.0656281,192.336150971,3.04001e+10,0.0,192.251,-200.226,59.81418585777283,-0.0404106855659,10.853932619094849,134.204109049,24772.234756946564,301.12991578,0.595672659246,1.1368045806884766,49.1244,908.02451229,4.92376312249,444,0.595724365116,0.00962404,302.589277819,0.15236544609069824,1.00096,47,-200.16
491.293364852,0.673970820024,192.75,192.638990464,24.1409,0.0774689,192.704989855,3.04977e+10,0.0,192.61,-199.179,60.831268310546875,0.197033789245,11.47042179107666,114.415506008,24833.214730024338,253.028182602,0.673811551074,1.2185289859771729,48.3546,732.811531632,4.901192526,445,0.673970820024,0.00986258,298.363023638,0.15814471244812012,1.00115,48,-199.102
491.476537857,0.531856165491,193.013,192.897852824,24.1392,0.078125,192.96324814,3.04456e+10,0.0,192.87,-202.854,60.78487491607666,0.036088409668,11.02022099494934,97.523225288,24894.154105186462,319.630804073,0.531468256084,1.177551031112671,49.202,697.441137842,4.92080470143,446,0.531856165491,0.00971304,300.705530644,0.15677833557128906,1.00105,49,-202.776
496.304026386,0.602142029107,193.737,193.610842618,24.1391,0.0732117,193.681127289,3.04437e+10,0.0,193.583,-203.526,61.211790323257446,0.249093520976,11.249444246292114,119.217766187,24955.517830848694,279.53088034,0.602024769719,1.186081886291504,48.6512,802.99682132,4.9026821478,447,0.602142029107,0.00961102,300.296458473,0.15291833877563477,1.00105,48,-203.453
519.854762091,0.596174493321,194.194,194.072036297,24.1354,0.0698395,194.141421581,3.03302e+10,0.0,194.045,-201.886,64.0723865032196,-0.0201832650497,11.042360544204712,135.430790534,25019.737151384354,348.882045032,0.596027105553,1.2225615978240967,48.1554,905.17402065,4.88616517523,448,0.596174493321,0.0097393,307.235552805,0.15704560279846191,1.00082,46,-201.816
481.279196749,0.452890355471,194.848,194.726948137,24.1342,0.0768127,194.7958149,3.02938e+10,0.0,194.7,-194.215,63.683531045913696,-1.14576222787,10.911314725875854,98.686494657,25083.579434156418,304.216759304,0.452706443287,1.2145509719848633,48.4118,727.917561765,4.89538641638,449,0.452890355471,0.0098728,295.007129552,0.16023874282836914,1.00075,48,-194.138
505.431625305,0.596037857566,194.947,194.821135537,24.1338,0.0713654,194.897136397,3.02803e+10,0.0,194.794,-202.028,60.64210271835327,0.312751835142,10.913394689559937,130.286634864,25144.37802529335,330.778641587,0.595833137292,1.2064719200134277,48.6512,1016.22262591,4.90353561629,450,0.596037857566,0.00977895,302.99026711,0.15967869758605957,1.00073,47,-201.957
